1,1,256.5,222.5,24,84,1,268.23,266.34,0
1,2,502.5,160.5,25,71,1,515.5,189.2,0
1,3,642.5,243.5,41,80,1,665.08,286.89,0
2,1,260.5,222.5,39,84,1,274.24,263.82,0
2,2,501.5,161.5,26,73,1,513.79,191.87,0
2,3,636.5,245.5,45,79,1,658.54,286.33,0
3,1,260.5,222.5,45,84,1,280.6,264.13,0
3,2,500.5,163.5,26,72,1,512.64,193.62,0
3,3,636.5,244.5,36,80,1,650.97,287.61,0
4,1,278.5,219.5,28,82,1,294.4,258.54,0
4,2,497.5,163.5,23,72,1,509.04,197.89,0
4,3,620.5,243.5,26,81,1,634.64,289.13,0
5,1,283.5,216.5,28,85,1,298.06,257.22,0
5,2,497.5,164.5,19,71,1,506.2,201.88,0
5,3,601.5,244.5,44,81,1,626.3,288.48,0
6,1,285.5,215.5,33,86,1,302.54,255.98,0
6,2,489.5,165.5,24,73,1,503.61,199.2,0
6,3,592.5,244.5,52,81,1,617.88,287.88,0
7,1,289.5,215.5,34,86,1,307.2,259.24,0
7,2,489.5,167.5,23,72,1,500.36,202.29,0
7,3,592.5,242.5,39,82,1,609.04,289.86,0
8,1,295.5,216.5,33,83,1,311.62,259.57,0
8,2,488.5,166.5,21,73,1,496.64,201.01,0
8,3,590.5,240.5,19,86,1,599.26,283.24,0
9,1,305.5,214.5,25,82,1,316.79,256.24,0
9,2,481.5,167.5,25,72,1,493.72,204.55,0
9,3,572.5,241.5,31,85,1,590.25,287.78,0
10,1,311.5,212.5,23,83,1,322.92,253.16,0
10,2,475.5,168.5,26,73,1,490.3,200.2,0
10,3,555.5,242.5,47,82,1,581.75,285.83,0
11,1,319.5,210.5,35,83,1,332.59,252.09,0
11,2,470.5,170.5,29,75,1,484.02,207.09,0
11,3,551.5,241.5,31,83,1,564.31,285.97,0
11,4,749.5,323.5,19,85,1,762.21,374.26,0
12,1,320.5,210.5,37,83,1,337.01,251.33,0
12,2,467.5,171.5,26,74,1,480.37,207.65,0
12,3,547.5,239.5,17,85,1,555.79,281.01,0
12,4,742.5,300.5,26,107,1,760.07,361.92,0
13,1,325.5,208.5,31,81,1,342.52,247.59,0
13,2,467.5,171.5,18,75,1,476.34,208.04,0
13,3,526.5,240.5,36,85,1,547.49,285.91,0
13,4,734.5,298.5,34,109,1,757.43,356.1,0
14,1,337.5,200.5,27,85,1,350.59,241.03,0
14,2,455.5,173.5,22,74,1,467.78,210.89,0
14,3,510.5,240.5,45,84,1,531.19,286.87,0
14,4,722.5,296.5,46,111,1,750.06,352.79,0
15,1,339.5,199.5,29,86,1,354.48,243.37,0
15,2,445.5,175.5,32,73,1,463.58,211.8,0
15,3,510.5,238.5,27,85,1,522.48,284.91,0
15,4,717.5,293.5,51,112,1,746.25,352.28,0
16,1,343.5,202.5,30,83,1,358.23,244.48,0
16,2,448.5,175.5,28,73,1,459.38,212.09,0
16,3,503.5,237.5,20,85,1,513.22,284.08,0
16,4,714.5,290.5,54,111,1,742.18,346.98,0
17,1,348.5,199.5,26,85,1,361.37,242.51,0
17,2,444.5,174.5,27,74,1,454.65,212.47,0
17,3,481.5,239.5,41,82,1,504.97,282.89,0
17,4,713.5,286.5,55,108,1,741.79,343.37,0
18,1,356.5,198.5,29,81,1,369.28,238.04,0
18,2,471.5,238.5,42,80,1,489.44,281.7,0
18,3,701.5,280.5,67,109,1,740.38,338.71,0
19,1,359.5,197.5,36,80,1,372.21,240.2,0
19,2,471.5,236.5,25,82,1,481.63,281.43,0
19,3,695.5,279.5,73,110,1,738.07,338.48,0
20,1,361.5,196.5,30,81,1,374.72,240.33,0
20,2,464.5,235.5,20,83,1,473.99,277.41,0
20,3,696.5,277.5,72,109,1,732.98,335.91,0
21,1,366.5,196.5,30,80,1,378.94,237.2,0
21,2,440.5,235.5,41,83,1,459.63,281.85,0
21,3,682.5,271.5,72,105,1,720.69,325.27,0
22,1,367.5,194.5,32,81,1,380.59,236.41,0
22,2,439.5,233.5,28,83,1,452.54,279.16,0
22,3,675.5,273.5,41,102,1,699.68,322.42,0
22,4,719.5,269.5,32,99,1,736.62,323.55,0
23,1,367.5,193.5,29,80,1,382.75,235.59,0
23,2,401.5,176.5,24,76,1,413.17,218.89,0
23,3,435.5,235.5,23,80,1,445.74,275.26,0
23,4,669.5,269.5,79,107,1,710.26,324.66,0
24,1,372.5,178.5,78,135,1,408.74,243.54,0
24,2,661.5,265.5,77,108,1,700.83,320.41,0
25,1,374.5,178.5,73,133,1,407.59,242.18,0
25,2,659.5,263.5,70,106,1,697.31,318.46,0
26,1,376.5,178.5,64,127,1,404.17,238.57,0
26,2,657.5,260.5,70,105,1,691.95,313.13,0
27,1,376.5,178.5,58,127,1,402.93,238.78,0
27,2,653.5,259.5,71,103,1,687.92,313.84,0
28,1,377.5,178.5,50,126,1,402.76,239.39,0
28,2,641.5,259.5,79,103,1,683.96,314.24,0
29,1,379.5,180.5,48,123,1,402.48,238.81,0
29,2,637.5,254.5,70,104,1,672.95,308.9,0
30,1,380.5,180.5,46,119,1,402.14,238.3,0
30,2,630.5,257.5,41,97,1,652.18,310.72,0
30,3,676.5,252.5,23,94,1,688.24,299.05,0
31,1,380.5,180.5,46,115,1,402.79,239.36,0
31,2,624.5,250.5,71,102,1,661.63,302.01,0
32,1,379.5,181.5,47,112,1,402.28,237.95,0
32,2,616.5,249.5,74,103,1,652.68,300.3,0
33,1,381.5,181.5,45,112,1,402.2,236.41,0
33,2,611.5,247.5,74,104,1,647.98,298.51,0
34,1,381.5,180.5,46,110,1,402.5,234.82,0
34,2,607.5,245.5,66,104,1,643.52,296.64,0
35,1,380.5,181.5,47,103,1,402.28,232.55,0
35,2,603.5,243.5,65,102,1,638.15,292.66,0
36,1,379.5,181.5,54,102,1,401.88,231.04,0
36,2,601.5,243.5,64,98,1,634.81,294.66,0
37,1,376.5,182.5,50,99,1,401.04,231.71,0
37,2,592.5,242.5,67,98,1,626.35,295.71,0
38,1,376.5,182.5,51,95,1,401.14,228.95,0
38,2,591.5,239.5,61,99,1,621.04,292.63,0
39,1,376.5,182.5,50,80,1,399.67,226.9,0
39,2,584.5,238.5,59,95,1,615.51,288.9,0
40,1,377.5,181.5,49,81,1,399.44,228.06,0
40,2,436.5,198.5,19,75,1,446.97,245.72,0
40,3,570.5,237.5,65,94,1,606.04,283.62,0
40,4,754.5,302.5,14,99,1,764.14,361.09,0
41,1,378.5,180.5,48,82,1,399.57,227.71,0
41,2,439.5,195.5,19,76,1,449.38,239.53,0
41,3,564.5,235.5,68,96,1,600.31,284.93,0
41,4,737.5,283.5,31,109,1,759.61,338.19,0
42,1,380.5,180.5,46,82,1,399.83,227.02,0
42,2,438.5,193.5,23,74,1,451.72,234.29,0
42,3,560.5,232.5,69,99,1,595.9,283.02,0
42,4,732.5,283.5,36,105,1,756.79,333.27,0
43,1,381.5,179.5,45,83,1,399.88,225.36,0
43,2,438.5,191.5,25,72,1,452.9,233.13,0
43,3,559.5,230.5,61,99,1,592.54,279.29,0
43,4,732.5,281.5,36,117,1,753.85,332.09,0
44,1,382.5,179.5,30,77,1,393.07,218.38,0
44,2,436.5,189.5,31,74,1,454.61,231.17,0
44,3,554.5,227.5,62,94,1,583.75,274.85,0
44,4,723.5,275.5,35,112,1,742.61,328.67,0
45,1,382.5,179.5,30,78,1,392.45,219.57,0
45,2,439.5,187.5,30,74,1,456.08,227.34,0
45,3,541.5,227.5,74,93,1,580.6,275.84,0
45,4,715.5,273.5,37,114,1,736.78,323.11,0
46,1,381.5,179.5,45,82,1,396.6,226.25,0
46,2,446.5,186.5,25,71,1,457.76,222.05,0
46,3,536.5,226.5,75,94,1,576.39,275.3,0
46,4,710.5,272.5,36,115,1,730.93,324.68,0
47,1,380.5,180.5,32,78,1,391.96,220.29,0
47,2,446.5,184.5,25,70,1,458.2,218.67,0
47,3,535.5,227.5,37,91,1,552.92,276.66,0
47,4,577.5,223.5,28,90,1,591.98,265.36,0
47,5,703.5,271.5,39,115,1,725.34,323.96,0
48,1,377.5,181.5,25,77,1,388.46,220.5,0
48,2,445.5,183.5,23,70,1,456.92,219.21,0
48,3,518.5,223.5,37,89,1,540.55,267.76,0
48,4,573.5,220.5,23,87,1,585.03,265.54,0
48,5,702.5,265.5,25,112,1,713.94,318.78,0
49,1,376.5,181.5,25,77,1,387.91,221.59,0
49,2,442.5,181.5,26,70,1,455.31,217.31,0
49,3,512.5,223.5,39,89,1,535.91,265.73,0
49,4,559.5,220.5,35,85,1,581.25,264.22,0
49,5,695.5,262.5,26,111,1,708.4,318.31,0
50,1,376.5,182.5,26,76,1,387.5,221,0
50,2,441.5,179.5,25,69,1,452.95,215.28,0
50,3,506.5,220.5,85,92,1,550.1,266.45,0
50,4,681.5,260.5,35,112,1,703.41,316.24,0
51,1,375.5,182.5,26,76,1,387.14,221.95,0
51,2,437.5,178.5,21,69,1,446.94,209.13,0
51,3,502.5,219.5,36,90,1,524,263.7,0
51,4,554.5,217.5,32,84,1,567.95,258.98,0
51,5,671.5,260.5,41,111,1,693.14,311.36,0
52,1,376.5,182.5,50,79,1,393.25,228.19,0
52,2,501.5,217.5,33,89,1,520.3,262.72,0
52,3,552.5,215.5,24,84,1,563.49,260.13,0
52,4,672.5,258.5,35,109,1,686.89,308.87,0
53,1,376.5,182.5,50,80,1,394.02,230.3,0
53,2,501.5,216.5,30,88,1,517.49,262.72,0
53,3,547.5,214.5,22,85,1,559.03,253.59,0
53,4,664.5,255.5,34,105,1,681.59,307.46,0
54,1,376.5,182.5,50,80,1,394.69,231.81,0
54,2,496.5,216.5,33,86,1,514.29,263.25,0
54,3,542.5,214.5,25,85,1,555.4,256.71,0
54,4,657.5,253.5,35,107,1,676.95,299.7,0
55,1,377.5,174.5,49,89,1,400.39,225.01,0
55,2,490.5,215.5,35,87,1,507.08,261.78,0
55,3,535.5,212.5,27,89,1,549.26,259.06,0
55,4,647.5,252.5,34,107,1,666.74,301.56,0
56,1,378.5,175.5,48,88,1,400.21,225.44,0
56,2,483.5,213.5,38,86,1,502.58,259.88,0
56,3,532.5,210.5,26,90,1,545.88,254.13,0
56,4,643.5,250.5,36,109,1,661.41,300.38,0
57,1,379.5,175.5,47,88,1,400.51,224.39,0
57,2,476.5,212.5,40,85,1,498.93,257.95,0
57,3,530.5,209.5,23,86,1,541.86,250.08,0
57,4,642.5,247.5,28,108,1,656.16,301.53,0
58,1,380.5,172.5,46,91,1,400.42,222.04,0
58,2,470.5,208.5,76,88,1,510.71,253.24,0
58,3,632.5,242.5,29,106,1,647.3,297.53,0
59,1,379.5,173.5,47,90,1,399.44,225.4,0
59,2,467.5,208.5,77,88,1,508.63,251.93,0
59,3,622.5,241.5,35,106,1,643.94,291.92,0
60,1,372.5,173.5,54,90,1,398.08,226.54,0
60,2,466.5,206.5,76,89,1,505.68,250.98,0
60,3,623.5,241.5,30,106,1,640.64,290.46,0
61,1,369.5,171.5,56,92,1,392.06,221.71,0
61,2,466.5,203.5,64,90,1,500.23,248.04,0
61,3,618.5,236.5,30,104,1,634.16,288.18,0
62,1,361.5,171.5,65,92,1,388.63,222.04,0
62,2,465.5,202.5,61,88,1,496.63,246.24,0
62,3,614.5,234.5,33,101,1,631.33,282.35,0
63,1,345.5,172.5,81,91,1,387.05,221.17,0
63,2,464.5,202.5,60,84,1,495.26,246.9,0
63,3,611.5,232.5,33,102,1,628.6,277.74,0
64,1,342.5,173.5,24,63,1,356.75,202.71,0
64,2,365.5,183.5,61,80,1,395.02,226.89,0
64,3,463.5,201.5,58,85,1,493.57,246.23,0
64,4,609.5,231.5,32,103,1,626.17,275.81,0
65,1,338.5,170.5,17,66,1,346.37,202.69,0
65,2,370.5,183.5,56,81,1,398.07,223.6,0
65,3,457.5,198.5,59,87,1,488.07,244.94,0
65,4,607.5,228.5,28,103,1,621.49,273.25,0
66,1,332.5,171.5,19,65,1,340.9,206.18,0
66,2,370.5,183.5,56,80,1,397.79,223.58,0
66,3,453.5,197.5,62,85,1,485.51,242.05,0
66,4,605.5,224.5,27,101,1,619.22,269.74,0
